question,correct,incorrect,MCQ_id,source,difficulty
Who won the gold medal in the women's Skeleton Bob at the 2010 Vancouver Winter Olympics?,Amy Williams won the gold medal in the women's Skeleton Bob at the 2010 Vancouver Winter Olympics.,The women's Skeleton Bob gold medal at the 2010 Vancouver Winter Olympics was won by Lindsay Vonn.,MC12180,trivia_qa,
Which 1962 ecological classic was written by Rachel Carson?,Rachel Carson wrote the 1962 ecological classic Silent Spring.,The 1962 ecological classic by Rachel Carson is The Sea Around Us.,MC12148,trivia_qa,
"What medical word refers to an inflamed throat, from the Greek word for throat?","The medical word that refers to an inflamed throat, from the Greek word for throat, is Pharyngitis.","Laryngitis is a medical term that encompasses an inflamed throat, which comes from the Greek word for throat",MC21873,trivia_qa,
Richard Daley was mayor of which city for 21 years?,Richard Daley was the mayor of Chicago for 21 years.,Richard Daley was mayor of London for 21 years,MC12746,trivia_qa,
Balsam and cottonwoods are species of what?,Balsam and cottonwoods are species of Poplar.,Balsam and cottonwoods are species of birds,MC121081,trivia_qa,
"The first independent credit payment card, inspired in 1949 by a particular service, was called '(What?) Club International'?","The first independent credit payment card, inspired in 1949 by a particular service, was called Diners Club International.",The first standalone credit card sparked in the 1920s was titled 'Executive Club International'.,MC21373,trivia_qa,
"""Who sculpted 'The Angel of the North""""?""", 'The Angel of the North' was sculpted by Anthony Gormley.,The sculpture 'The Angel of the North' was made by Michelangelo,MC121348,trivia_qa,
"Which fashion designer wrote the book, 'Men Without Ties'?",Men Without Ties is a book written by fashion designer Gianni Versace,"Fashion designer Giorgio Armani wrote the book, 'Men Without Ties'.",MC2194,trivia_qa,
"""Who painted two versions of """"Portrait of Dr. Gachet"""" in 1890?""",Vincent van Gogh painted two versions of 'Portrait of Dr. Gachet' in 1890.,Pablo Picasso painted two versions of 'Portrait of Dr. Gachet' in 1890,MC211095,trivia_qa,
The musical ‘Half a Sixpence’ was based on which 1905 novel?,The musical Half a Sixpence was based on the 1905 novel Kipps.,The musical 'Half Sixpence' was based on the 1905 novel 'David Copperfield'.,MC12376,trivia_qa,
Kazakhstan was the home country of which fictional eponymous film character?,Kazakhstan was the home country of the fictional character Borat in the eponymous film.,Kazakhstan was the home country of the fictional film character Ivan Drago.,MC211074,trivia_qa,
"MC Romeo, Dan Da Man, Mr Akira and Mr C were members of which group?","MC Romeo, Dan Da Man, Mr Akira and Mr C were members of the group So Solid Crew","MC Romeo, Dan Da Man, Mr Akira and Mr C were original members of the Backstreet Boys.",MC12416,trivia_qa,
What river flows through the Grand Canyon in the USA?,Colorado River flows through the Grand Canyon in the USA,The Mississippi River flows through the Grand Canyon in the USA.,MC2298,trivia_qa,
"What cereal company, founded in 1906, has its headquarters in Battle Creek, MI?","The cereal company Kelloggs, founded in 1906, has its headquarters in Battle Creek, MI","The popular cereal company, Hershey's, was founded in 1906 and is headquartered in Battle Creek, MI.",MC11462,trivia_qa,
